Company,Location HQ,Industry,# Laid Off,%,Date,Source,$ Raised (mm),Stage,Date Added,Country,List of Employees Laid Off
TripleLift,New York City,Marketing,100,0.2,2023-02-10T00:00:00.000Z,https://www.adexchanger.com/online-advertising/triplelift-announces-layoffs-the-latest-in-a-miserable-trend/,16,Acquired,2023-02-13T17:51:12.000Z,United States,
TikTok India,"Mumbai,Non-U.S.",Consumer,40,,2023-02-10T00:00:00.000Z,https://www.livemint.com/technology/tech-news/tiktok-sacks-entire-india-staff-report-11676001745604.html,9400,Acquired,2023-02-10T16:57:01.000Z,India,
Open Co,"Sao Paulo,Non-U.S.",Finance,,,2023-02-10T00:00:00.000Z,https://docs.google.com/spreadsheets/d/1DBlNWL0LlbZf7vDoxy-c1IpBfK9-poS25x3JB7c8ip0/edit#gid=0,140,Series D,2023-02-15T22:57:06.000Z,Brazil,https://docs.google.com/spreadsheets/d/1DBlNWL0LlbZf7vDoxy-c1IpBfK9-poS25x3JB7c8ip0/edit#gid=0
Rigetti Computing,SF Bay Area,Hardware,,0.28,2023-02-10T00:00:00.000Z,https://www.marketwatch.com/story/rigetti-computing-to-slash-28-of-jobs-59be433b,298,Post-IPO,2023-02-10T22:04:09.000Z,United States,
Yahoo,SF Bay Area,Consumer,1600,0.2,2023-02-09T00:00:00.000Z,https://www.axios.com/2023/02/09/yahoo-layoffs-2023-tech-media-companies,6,Acquired,2023-02-09T19:04:22.000Z,United States,
Misfits Market,Philadelphia,Food,649,0.33,2023-02-09T00:00:00.000Z,https://www.bizjournals.com/philadelphia/inno/stories/news/2023/02/09/misfits-market-layoffs-delanco-philadelphia.html,526,Series C,2023-02-16T15:45:20.000Z,United States,
Deliveroo,"London,Non-U.S.",Food,350,0.09,2023-02-09T00:00:00.000Z,https://news.sky.com/story/deliveroo-to-cut-hundreds-of-jobs-globally-and-uk-to-be-worst-hit-12806890,1700,Post-IPO,2023-02-09T16:21:49.000Z,United Kingdom,
Olive AI,Columbus,Healthcare,215,0.35000000000000003,2023-02-09T00:00:00.000Z,https://www.axios.com/pro/health-tech-deals/2023/02/09/olive-ai-lays-off-third-company,856,Series H,2023-02-10T00:47:56.000Z,United States,https://docs.google.com/spreadsheets/d/1dGu7jbSjzgP0JqaYEMunouIS5S2tYK5McY2DBmehyRg/edit
Oportun,SF Bay Area,Finance,155,0.1,2023-02-09T00:00:00.000Z,https://seekingalpha.com/news/3934558-oportun-financial-to-lay-off-10-of-headcount-reports-q4-prelim-results,566,Post-IPO,2023-03-02T04:19:44.000Z,United States,
GitLab,SF Bay Area,Product,130,0.07,2023-02-09T00:00:00.000Z,https://www.cnbc.com/2023/02/09/gitlab-layoffs-company-to-cut-7percent-of-staff-or-about-130-employees.html,413,Post-IPO,2023-02-09T15:53:24.000Z,United States,
Bark,New York City,Retail,126,0.12,2023-02-09T00:00:00.000Z,https://investors.bark.co/news/news-details/2023/BARK-Reports-Third-Quarter-Fiscal-Year-2023-Results/default.aspx,,Post-IPO,2023-02-10T02:01:41.000Z,United States,https://docs.google.com/spreadsheets/d/19az7feguB2oPaVZmg91c4iYvOuwSbEEH-t1gSOUiMHM/edit#gid=304684298
Nomad Health,New York City,Healthcare,119,0.17,2023-02-09T00:00:00.000Z,https://www.forbes.com/sites/katiejennings/2023/02/09/staffing-marketplace-nomad-health-lays-off-20-of-workforce-employees-say/?sh=71b4037a1557,218,Unknown,2023-02-10T21:21:07.000Z,United States,https://docs.google.com/spreadsheets/d/1r5lHfTtqbVf5OYtrlqZNacxqvII-tM6N1luYYEL7wa0/edit#gid=0
Veriff,"Tallinn,Non-U.S.",Security,66,0.12,2023-02-09T00:00:00.000Z,https://digipro.geenius.ee/rubriik/uudis/veriff-koondab-66-tootajat-kotkas-meie-kasvuplaan-oli-oluliselt-ambitsioonikam/,192,Series C,2023-02-09T16:24:08.000Z,Estonia,
REE Automotive,"Tel Aviv,Non-U.S.",Transportation,31,0.11,2023-02-09T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/s16tkompi,317,Post-IPO,2023-02-11T00:26:57.000Z,Israel,
GitHub,SF Bay Area,Product,,0.1,2023-02-09T00:00:00.000Z,https://fortune.com/2023/02/09/github-is-laying-off-10-of-staff-and-cutting-down-office-space/,350,Acquired,2023-02-09T18:13:33.000Z,United States,
Quillt,St. Louis,Media,,,2023-02-09T00:00:00.000Z,https://www.bizjournals.com/stlouis/inno/stories/news/2023/02/09/quillt-layoffs-digital-publishing.html,,Unknown,2023-02-10T16:59:10.000Z,United States,
WeTrade,"Bengaluru,Non-U.S.",Crypto,,1,2023-02-09T00:00:00.000Z,https://inc42.com/buzz/bengaluru-based-crypto-startup-wetrade-shuts-operations-amidst-hostile-ambience/,,Unknown,2023-02-09T16:27:20.000Z,India,
GoDaddy,Phoenix,Marketing,530,0.08,2023-02-08T00:00:00.000Z,https://techstartups.com/2023/02/08/godaddy-to-lay-off-8-of-its-workforce-or-about-530-employees-amid-global-economic-slowdown/,800,Post-IPO,2023-02-08T22:43:33.000Z,United States,
Affirm,SF Bay Area,Finance,500,0.19,2023-02-08T00:00:00.000Z,https://www.wsj.com/articles/affirm-cuts-500-employees-19-of-its-workforce-11675897002,1500,Post-IPO,2023-02-08T21:27:27.000Z,United States,https://docs.google.com/spreadsheets/d/1thtK4ppRXt_tnd_6cOqoEBAClOnOm5AgUgXnERzlQJM/edit#gid=0
Gusto,SF Bay Area,HR,126,0.05,2023-02-08T00:00:00.000Z,https://gusto.com/company-news/josh-reeves-message-to-all-gusto,746,Series E,2023-02-08T17:20:23.000Z,United States,https://docs.google.com/spreadsheets/d/17D1FSnCSoA3C2ocJgAFuDdpMsWlcpmWWL1aZ4PT3K20/htmlview
Gong,SF Bay Area,Sales,80,0.07,2023-02-08T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/hjyj6811as,583,Series E,2023-02-08T19:31:00.000Z,United States,
Beam Benefits,Columbus,Healthcare,31,0.08,2023-02-08T00:00:00.000Z,https://www.bizjournals.com/columbus/inno/stories/news/2023/02/16/beam-benefits-job-cuts.html,168,Series E,2023-02-17T17:23:47.000Z,United States,
Equitybee,SF Bay Area,Finance,24,0.25,2023-02-08T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/h1jkvzwpo,85,Series B,2023-02-09T00:44:58.000Z,United States,
Baraja,"Sydney,Non-U.S.",Transportation,,0.75,2023-02-08T00:00:00.000Z,https://www.news.com.au/finance/business/technology/australian-driverless-car-startup-baraja-worth-300m-sacks-75-per-cent-of-staff/news-story/c7c36ac5afded8f5171e8cc0ec5a71af,63,Unknown,2023-02-08T17:46:18.000Z,Australia,
Koho,"Toronto,Non-U.S.",Finance,,0.14,2023-02-08T00:00:00.000Z,https://betakit.com/koho-lays-off-14-percent-of-staff/,278,Series D,2023-02-08T17:50:03.000Z,Canada,
Medly,New York City,Healthcare,,1,2023-02-08T00:00:00.000Z,https://www.businessinsider.com/medly-is-shutting-down-after-pharmacy-startup-declared-bankruptcy-2023-2,100,Series C,2023-02-11T00:24:28.000Z,United States,
Nearmap,"Sydney,Non-U.S.",Construction,,0.2,2023-02-08T00:00:00.000Z,https://www.afr.com/technology/c-suite-coup-mass-layoffs-at-nearmap-as-us-owner-wields-axe-20230207-p5cil4,15,Acquired,2023-02-08T17:38:11.000Z,Australia,
Zoom,SF Bay Area,Other,1300,0.15,2023-02-07T00:00:00.000Z,https://www.cnbc.com/2023/02/07/zoom-to-lay-off-1300-employees-or-about-15percent-of-its-workforce.html,276,Post-IPO,2023-02-07T18:47:26.000Z,United States,https://coda.io/@alumni/zoom-alumni-list
eBay,SF Bay Area,Retail,500,0.04,2023-02-07T00:00:00.000Z,https://www.reuters.com/technology/ebay-lay-off-500-employees-2023-02-07/,1200,Post-IPO,2023-02-07T22:26:57.000Z,United States,https://docs.google.com/spreadsheets/d/19dj85tMJDVQ4v-85elXfMNn7R9UwOcqOFSzoQnGa2T4/edit?resourcekey#gid=766625628
SecureWorks,Atlanta,Security,212,0.09,2023-02-07T00:00:00.000Z,https://www.marketwatch.com/story/secureworks-to-cut-9-of-its-workforce-as-layoffs-could-affect-more-than-200-employees-01675779796,83,Post-IPO,2023-02-07T15:30:11.000Z,United States,
Salesloft,Atlanta,Sales,100,0.1,2023-02-07T00:00:00.000Z,https://www.bizjournals.com/atlanta/news/2023/02/07/salesloft-lays-off-workers.amp.html,245,Acquired,2023-02-08T17:24:10.000Z,United States,
Openpay,"Melbourne,Non-U.S.",Finance,83,1,2023-02-07T00:00:00.000Z,https://www.9news.com.au/finance/openpay-buy-now-pay-later-collapses-asx-listed-company/1fd1c0d8-4215-4e64-a9ed-9381e0d3f1a5,299,Post-IPO,2023-02-07T03:58:28.000Z,Australia,
LearnUpon,"Dublin,Non-U.S.",Education,27,0.09,2023-02-07T00:00:00.000Z,https://www.independent.ie/business/technology/learnupon-to-let-27-go-as-tech-layoffs-continue-42331418.html,56,Private Equity,2023-02-08T17:37:14.000Z,Ireland,
Sana Benefits,Austin,HR,,0.19,2023-02-07T00:00:00.000Z,https://www.sanabenefits.com/blog/a-letter-from-ceo-and-co-founder-will-young-to-sana-employees/,106,Series B,2023-02-08T17:42:28.000Z,United States,
Dell,Austin,Hardware,6650,0.05,2023-02-06T00:00:00.000Z,https://www.bloomberg.com/news/articles/2023-02-06/dell-dell-lays-off-about-6-650-employees-in-latest-tech-cuts#xj4y7vzkg,,Post-IPO,2023-02-06T15:48:37.000Z,United States,
Loggi,"Sao Paulo,Non-U.S.",Logistics,300,0.07,2023-02-06T00:00:00.000Z,https://www.infomoney.com.br/negocios/pela-segunda-vez-loggi-reduz-equipe-com-demissoes-em-massa/,507,Series F,2023-02-07T03:45:59.000Z,Brazil,
Catch.com.au,"Melbourne,Non-U.S.",Retail,100,,2023-02-06T00:00:00.000Z,https://www.channelnews.com.au/wesfarmers-axes-100-catch-employees/,80,Acquired,2023-02-14T15:11:50.000Z,Australia,
VinFast US,Los Angeles,Transportation,80,,2023-02-06T00:00:00.000Z,https://www.bloomberg.com/news/articles/2023-02-07/vinfast-cuts-about-80-jobs-in-north-america-including-us-cfo#xj4y7vzkg,,Subsidiary,2023-02-08T17:53:01.000Z,United States,
Drift,Boston,Marketing,59,,2023-02-06T00:00:00.000Z,https://www.bizjournals.com/boston/news/2023/02/06/drift-layoffs-2023-economic-conditions.html,107,Acquired,2023-02-07T03:56:03.000Z,United States,
Pocket Aces,"Mumbai,Non-U.S.",Media,50,0.25,2023-02-06T00:00:00.000Z,https://economictimes.indiatimes.com/tech/startups/pocket-aces-lays-off-over-20-of-its-workforce/articleshow/97626118.cms,19,Unknown,2023-02-06T19:12:45.000Z,India,
Clari,SF Bay Area,Sales,20,,2023-02-06T00:00:00.000Z,https://www.businessinsider.com/tech-layoffs-workato-clari-unicorn-startups-headcount-reduction-job-cuts-2023-2,496,Series F,2023-02-07T04:01:20.000Z,United States,
C6 Bank,"Sao Paulo,Non-U.S.",Finance,,,2023-02-06T00:00:00.000Z,https://www1.folha.uol.com.br/mercado/2023/02/c6-bank-demite-funcionarios-e-prepara-reestruturacao.shtml,2300,Unknown,2023-02-08T21:47:09.000Z,Brazil,
Daraz,"Singapore,Non-U.S.",Retail,,0.11,2023-02-06T00:00:00.000Z,https://propakistani.pk/2023/02/06/daraz-to-layoff-11-workforce-due-to-extremely-difficult-market-conditions/,,Unknown,2023-02-06T19:08:37.000Z,Singapore,
TenureX,"Tel Aviv,Non-U.S.",Finance,,,2023-02-06T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/b1bsh963o,6,Seed,2023-02-07T04:04:52.000Z,Israel,
Kyruus,Boston,Healthcare,70,,2023-02-05T00:00:00.000Z,https://www.fiercehealthcare.com/health-tech/workforce-tracker-thirty-madison-latest-digital-health-startup-cut-staff,183,Unknown,2023-02-07T03:49:23.000Z,United States,
Lightico,"Tel Aviv,Non-U.S.",Finance,20,0.25,2023-02-05T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/bydwq4phj,42,Series B,2023-02-07T04:08:09.000Z,Israel,
FarEye,"New Delhi,Non-U.S.",Logistics,90,,2023-02-03T00:00:00.000Z,https://inc42.com/buzz/exclusive-microsoft-backed-fareye-fires-90-employees-in-second-round-of-layoffs-within-8-months/,150,Series E,2023-02-03T15:58:51.000Z,India,
Protocol Labs,SF Bay Area,Crypto,89,0.2,2023-02-03T00:00:00.000Z,https://www.forbes.com/sites/michaeldelcastillo/2023/02/03/andreessen-horowitz-backed-protocol-labs-fires-21-of-staff-after-raising-record-257-million/?sh=24ba1897b400&utm_campaign=socialflowForbesMainLI&utm_source=ForbesMainLinkedIn&utm_medium=social,10,Unknown,2023-02-04T04:41:16.000Z,United States,
Finder,"Sydney,Non-U.S.",Retail,,0.15,2023-02-03T00:00:00.000Z,https://www.news.com.au/finance/work/at-work/finder-staff-shocked-by-abrupt-job-cuts-as-15-of-the-business-is-restructured/news-story/6907cf73ddddceb30018521871c89d3c,30,Unknown,2023-02-06T04:12:43.000Z,Australia,
Byju's,"Bengaluru,Non-U.S.",Education,1500,,2023-02-02T00:00:00.000Z,https://www.livemint.com/companies/start-ups/edtech-firm-byju-s-lays-off-nearly-1-500-employees-11675343777644.html,5500,Private Equity,2023-02-02T15:50:31.000Z,India,
Okta,SF Bay Area,Security,300,0.05,2023-02-02T00:00:00.000Z,https://www.bloomberg.com/news/articles/2023-02-02/okta-to-lay-off-300-employees-citing-overhiring-execution-challenges,1200,Post-IPO,2023-02-02T15:48:09.000Z,United States,
Autodesk,SF Bay Area,Other,250,0.02,2023-02-02T00:00:00.000Z,https://www.bloomberg.com/news/articles/2023-02-03/autodesk-layoffs-hit-250-jobs-joining-tech-industry-peers,,Post-IPO,2023-02-03T15:59:40.000Z,United States,
Mindstrong,SF Bay Area,Healthcare,127,,2023-02-02T00:00:00.000Z,https://www.bizjournals.com/sanjose/news/2023/02/02/mental-health-startup-closing-menlo-park-hq.html,160,Series C,2023-02-03T03:40:25.000Z,United States,
NCC Group,"Manchester,Non-U.S.",Security,125,0.07,2023-02-02T00:00:00.000Z,https://www.businesstimes.com.sg/companies-markets/british-cybersecurity-firm-ncc-group-cut-workforce-7,,Post-IPO,2023-02-03T20:21:00.000Z,United Kingdom,
Miro,SF Bay Area,Other,119,0.07,2023-02-02T00:00:00.000Z,https://miro.com/blog/a-message-from-our-ceo/,476,Series C,2023-02-02T15:49:15.000Z,United States,
Getir,New York City,Food,100,,2023-02-02T00:00:00.000Z,https://www.businessinsider.com/getir-layoffs-100-us-gorillas-deal-store-closures-possible-2023-2,1800,Series E,2023-02-05T01:03:59.000Z,United States,
Highspot,Seattle,Sales,100,0.1,2023-02-02T00:00:00.000Z,https://www.geekwire.com/2023/sales-software-company-highspot-lays-off-100-employees/,644,Series F,2023-02-03T03:19:58.000Z,United States,
Bittrex,Seattle,Crypto,80,,2023-02-02T00:00:00.000Z,https://www.coindesk.com/business/2023/02/02/crypto-exchange-bittrex-laying-off-83-people/,,Unknown,2023-02-03T03:14:32.000Z,United States,
Snowplow,"London,Non-U.S.",Data,40,,2023-02-02T00:00:00.000Z,https://www.linkedin.com/posts/alexdean_today-we-announced-that-we-will-be-saying-activity-7027029986091900928-YHHh/,55,Series B,2023-02-03T15:58:10.000Z,United States,
Articulate,New York City,Education,38,,2023-02-02T00:00:00.000Z,https://www.linkedin.com/posts/lucysuros_today-im-imploring-my-network-to-be-on-activity-7026985200467263489-X0T8/,1500,Series A,2023-02-03T03:16:08.000Z,United States,
Desktop Metal,Boston,Other,,,2023-02-02T00:00:00.000Z,https://www.bizjournals.com/boston/news/2023/02/02/desktop-metal-to-cut-workers-again.html,811,Post-IPO,2023-02-03T03:39:57.000Z,United States,
Getaround,SF Bay Area,Transportation,,0.1,2023-02-02T00:00:00.000Z,https://techcrunch.com/2023/02/02/car-sharing-spac-getaround-lays-off-10-of-staff/,948,Post-IPO,2023-02-03T03:54:14.000Z,United States,
NCSoft,"Seoul,Non-U.S.",Consumer,,0.2,2023-02-02T00:00:00.000Z,https://venturebeat.com/games/ncsoft-west-lays-off-20-of-its-staff-and-ceo-departs/,240,Post-IPO,2023-02-03T03:06:05.000Z,South Korea,
Talkdesk,SF Bay Area,Support,,,2023-02-02T00:00:00.000Z,https://www.uctoday.com/unified-communications/tech-redundancies-hit-talkdesk/,497,Series D,2023-02-06T17:59:25.000Z,United States,
Splunk,SF Bay Area,Data,325,0.04,2023-02-01T00:00:00.000Z,https://www.marketwatch.com/story/splunk-to-lay-off-4-of-its-staff-in-latest-sign-of-software-cutbacks-11675260328,2400,Post-IPO,2023-02-01T17:01:15.000Z,United States,https://docs.google.com/spreadsheets/d/1uyTQmiT0CBSJBum-GVc-TDcPyL825RkAnBu9nNIA5wc/edit?resourcekey#gid=1886320755
Pinterest,SF Bay Area,Consumer,150,,2023-02-01T00:00:00.000Z,https://www.bloomberg.com/news/articles/2023-02-02/pinterest-cuts-about-150-jobs-joining-flurry-of-tech-layoffs,1500,Post-IPO,2023-02-02T01:29:09.000Z,United States,
DraftKings,Boston,Consumer,140,0.04,2023-02-01T00:00:00.000Z,https://www.cnbc.com/2023/02/01/draftkings-cuts-140-jobs.html,719,Post-IPO,2023-02-01T19:08:40.000Z,United States,
Cyren,Washington D.C.,Security,121,,2023-02-01T00:00:00.000Z,https://ir.cyren.com/websites/cyren/English/5015/press-release.html?airportNewsID=631c3a77-555f-4a78-be5b-ec30c5cdaaac,161,Post-IPO,2023-02-02T15:52:39.000Z,United States,
Workato,SF Bay Area,Other,90,0.1,2023-02-01T00:00:00.000Z,https://www.businessinsider.com/tech-layoffs-workato-clari-unicorn-startups-headcount-reduction-job-cuts-2023-2,415,Series E,2023-02-07T03:59:33.000Z,United States,
VerticalScope,"Toronto,Non-U.S.",Media,60,0.22,2023-02-01T00:00:00.000Z,https://www.theglobeandmail.com/business/article-verticalscope-cuts-22-per-cent-of-staff-in-latest-canadian-tech/,,Post-IPO,2023-02-01T23:26:57.000Z,Canada,
Wheel,Austin,Healthcare,56,0.28,2023-02-01T00:00:00.000Z,https://www.beckershospitalreview.com/telehealth/telehealth-company-wheel-lays-off-28-of-workforce.html,215,Series C,2023-02-02T00:04:53.000Z,United States,
Chainalysis,New York City,Crypto,44,0.05,2023-02-01T00:00:00.000Z,https://www.forbes.com/sites/stevenehrlich/2023/02/01/chainalysis-to-lay-off-48-of-staff-as-crypto-winter-bites-into-private-sector-demand/?sh=471d22826f23,536,Series F,2023-02-02T03:13:20.000Z,United States,
Appgate,Miami,Security,34,0.08,2023-02-01T00:00:00.000Z,https://seekingalpha.com/filing/7197018,,Post-IPO,2023-02-26T21:22:32.000Z,United States,
Exterro,Portland,Legal,24,0.03,2023-02-01T00:00:00.000Z,https://www.oregonlive.com/silicon-forest/2023/01/oregon-software-company-exterro-lays-off-two-dozen-employees-after-buying-zapproved.html,100,Private Equity,2023-02-02T00:05:27.000Z,United States,
TheSkimm,New York City,Media,17,0.1,2023-02-01T00:00:00.000Z,https://www.businessinsider.com/theskimm-layoffs-nearly-10-percent-staff-media-industry-cuts-economy-2023-2,28,Series C,2023-02-03T03:49:46.000Z,United States,
Ada,"Toronto,Non-U.S.",Support,,,2023-02-01T00:00:00.000Z,https://betakit.com/ada-latest-canadian-unicorn-to-make-additional-staff-cuts/,190,Series C,2023-02-03T03:13:00.000Z,Canada,
Bustle Digital Group,New York City,Media,,0.08,2023-02-01T00:00:00.000Z,https://variety.com/2023/digital/news/gawker-shutting-down-1235509262/,80,Series E,2023-02-03T03:48:26.000Z,United States,
Frequency Therapeutics,Boston,Healthcare,,0.5,2023-02-01T00:00:00.000Z,https://www.bizjournals.com/boston/news/2023/02/13/frequency-therapeutics-layoffs-2023.html,76,Post-IPO,2023-02-14T15:19:06.000Z,United States,
MariaDB,"Helsinki,Non-U.S.",Data,,0.08,2023-02-01T00:00:00.000Z,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001929589/ec0bacf5-b734-418a-abde-4fe0b21d43d8.pdf,245,Post-IPO,2023-02-07T18:52:53.000Z,Finland,
Match Group,New York City,Consumer,,0.08,2023-02-01T00:00:00.000Z,https://www.bloomberg.com/news/articles/2023-02-01/match-will-reduce-global-workforce-by-8-as-sales-miss-estimates?leadSource=uverify%20wall,,Post-IPO,2023-02-02T01:29:41.000Z,United States,
Omnipresent,"London,Non-U.S.",HR,,,2023-02-01T00:00:00.000Z,https://www.linkedin.com/feed/update/urn:li:activity:7026583774519799808/,137,Series B,2023-02-03T03:11:25.000Z,United States,
Picnic,Seattle,Food,,,2023-02-01T00:00:00.000Z,https://www.geekwire.com/2023/picnic-a-food-automation-startup-that-sells-a-pizza-making-robot-lays-off-employees/,52,Unknown,2023-02-22T02:54:40.000Z,United States,
Rivian,Detroit,Transportation,,0.06,2023-02-01T00:00:00.000Z,https://www.reuters.com/business/autos-transportation/ev-maker-rivian-cut-6-jobs-amid-price-war-internal-memo-2023-02-01/,10700,Post-IPO,2023-02-01T17:04:20.000Z,United States,
PayPal,SF Bay Area,Finance,2000,0.07,2023-01-31T00:00:00.000Z,https://www.cnbc.com/2023/01/31/paypal-to-lay-off-2000-employees-in-coming-weeks-about-7percent-of-workforce.html,216,Post-IPO,2023-01-31T21:48:43.000Z,United States,
NetApp,SF Bay Area,Data,960,0.08,2023-01-31T00:00:00.000Z,https://www.theregister.com/2023/01/31/netapp_layoffs_8_percent/,,Post-IPO,2023-01-31T16:33:01.000Z,United States,
Workday,SF Bay Area,HR,525,0.03,2023-01-31T00:00:00.000Z,https://www.cnbc.com/2023/01/31/workday-lays-off-employees-but-will-grow-head-count.html,230,Post-IPO,2023-01-31T16:34:32.000Z,United States,
HubSpot,Boston,Marketing,500,0.07,2023-01-31T00:00:00.000Z,https://www.marketwatch.com/story/hubspot-to-lay-off-about-500-employees-consolidate-workspace-leases-01675175630,100,Post-IPO,2023-01-31T16:33:45.000Z,United States,https://hire.hubspotalumni.com/jobboard
Upstart,SF Bay Area,Finance,365,0.2,2023-01-31T00:00:00.000Z,https://www.marketwatch.com/story/upstart-to-lay-off-365-employees-20-of-staff-271675176017,144,Post-IPO,2023-01-31T18:54:52.000Z,United States,https://docs.google.com/spreadsheets/d/1O2jqAPa7lhPAlgbzHrrUn9vpbDF2s0uu3E2f3ATlCWQ/edit#gid=1310022080
